phase,design,cluster,repeat,cell,run_id,opaque_unit,run_status,behaviors,issues,old_run_eligible,corrected_run_eligible,source_ref,source_file_sha256,source_line_sha256,old_quartet_eligible,corrected_quartet_eligible,excluded_due_to_runs
f,c2-tool-return-grid,s04,1,p00,run-90486c9c1383be817d3e35b4,i_e9c05d4b3e106a94fbd514cb,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L70,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,ac7c82cbd0d79d525b16545c40b60c896ade18d96b4684e76d434fdc3a438813,True,True,[]
f,c2-tool-return-grid,s04,2,p00,run-a43c2e180c1a1fd28d814aa0,i_aa6a742f06b8e9388ce44432,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L71,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,65274941b6cc82f3fb40497c601e2879aee49caa40bfd158e4fe02ad7d096b35,True,True,[]
f,c2-tool-return-grid,s04,3,p00,run-2221bd2db6b8407defba6b43,i_a1c098cf0d326c86d35073d1,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L72,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,b818209cdeeab14c93dcd2e719eec230ac45e8c8e0f5cd48b2e713195a130896,True,True,[]
f,c2-tool-return-grid,s05,1,p00,run-98e19856d6765f086e4c4384,i_e829bea81bcf99884bbd8fa7,completed,"[""normal"",""no_call""]",[],True,False,datasets/t17-v2/stages/f/core-trials.jsonl#L73,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,8c8095e1fc454cfd5fa39ddf8313abf7111941e187d371fec6e1f11ff03fc57a,True,False,"[""run-98e19856d6765f086e4c4384""]"
f,c2-tool-return-grid,s05,2,p00,run-6ef1f6c08af68199754528dd,i_607b3677d8a19f0afe911353,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L74,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,b26c0a51c5209d020c6835c323f1db7bb7891374cd536b1627bbcaef54b9ab8c,True,False,"[""run-40d1e36dac58b8255ec6193c""]"
f,c2-tool-return-grid,s05,3,p00,run-cc4e47fff15af3f17ede77f7,i_e033acd5696bc76f4168c29c,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L75,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,2b3085ee911204e6b32a26c50f448792d13f9433346d6b01823880df6d7d7285,True,True,[]
f,c2-tool-return-grid,s01,1,p01,run-bc6b41bc8a3afa4914be4ed2,i_8c5692891d55901f8f5a716b,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L76,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,3e33f7188f05e372584f155c64a95041fc897ead51776da0e9ac5947164df9d6,True,True,[]
f,c2-tool-return-grid,s01,2,p01,run-ad5526f52ba946c9baf6bffd,i_e92bbf1f369380500a12ce27,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L77,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,ab3222358b961ae6555df0434d363feff26c23f4f808c66f7e5acd119057a264,True,True,[]
f,c2-tool-return-grid,s01,3,p01,run-d1750331799ccd7131179d70,i_afcc7c3c5db79aa7dc464df6,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L78,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,aa8bcf336bd63e6c5cf6e6231ef45bf530e57d3b399cd53f7a87f641dd52b357,True,True,[]
f,c2-tool-return-grid,s02,1,p01,run-03a881bc65c31e01a0ea6896,i_7429738afb1b3fccaf614df0,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L79,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,6a81041d7956888641e55359f6c1781d944e4bc2a225f5dcca3e9d2050f2360f,True,True,[]
f,c2-tool-return-grid,s02,2,p01,run-16f40dadb856599a39a499d3,i_88e6b6a40674a0bd12855bc3,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L80,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,04f2623dd2af1c3965af0ad265cdd2d874c345ae7f213aabd39dccfc68b7aa4d,True,True,[]
f,c2-tool-return-grid,s02,3,p01,run-59768f391763389c8f8f377f,i_0070e29e2d283caa6d2c6521,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L81,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,e932e112670fc7d7b1ea888692831cd3ac1fef89839b264915bc92a6acc2f2f1,True,True,[]
f,c2-tool-return-grid,s03,1,p01,run-cc3a55092fd41e4a3f3d9056,i_ab2e3ab9026843203aa3539c,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L82,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,47da5affe5d179aa95df6eceaa233608008ca6dd0935504f3c27aa40f57045ae,True,True,[]
f,c2-tool-return-grid,s03,2,p01,run-b49ace27c5352f761ed7e3f0,i_e102e6955980b23de517a36a,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L83,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,4c3f465d690d3ab511ead60e37f15f9e4dc6d83807be9d0c79fc0aa82119c302,True,True,[]
f,c2-tool-return-grid,s03,3,p01,run-a6f1f35af6e95e90e75cafe2,i_89e15281133b1b2a98aa00a1,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L84,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,1e4033fda6af1bba0c8c40d8cd8a10709bb21be95949c1dd14224dd8dfcb3d8d,True,True,[]
f,c2-tool-return-grid,s04,1,p01,run-2209461c6e70a32237da647f,i_19af62e1ee1fc2f2abf0f46a,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L85,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,36bc03365d9305df6e6ba4e5a973226f16f4441ba00787361aaf0461290cc23e,True,True,[]
f,c2-tool-return-grid,s04,2,p01,run-57242990d59aebbde194512b,i_995c25a76a24e66e381aeb79,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L86,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,99aa59411c96394e7b2b30a746f2d6c655ea4b5158eaf4713c5ce69e8f0e9894,True,True,[]
f,c2-tool-return-grid,s04,3,p01,run-90549f45932f331a926c9e33,i_bed8b2b386bddd3d22417c2a,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L87,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,6fb8a3c7216a348bdca9242a1090ee30e9f7613f2b6148ebdf4a377a4a3212cc,True,True,[]
f,c2-tool-return-grid,s05,1,p01,run-c8314b10205ccd0d3317fa85,i_573e8cb09827886b871a3734,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L88,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,8e32a258a08318d12c8c2012b998402b247b15ee4af74f5a5aed7c7b54202bab,True,False,"[""run-98e19856d6765f086e4c4384""]"
f,c2-tool-return-grid,s05,2,p01,run-a94e852ef83a9213d3012437,i_c676ecb33f0cd45b984d2d98,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L89,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,9b9b4b2d6caa88ab7caea113ca0712ce73ff1d512af187e36584c2e7ebefd7ee,True,False,"[""run-40d1e36dac58b8255ec6193c""]"
f,c2-tool-return-grid,s05,3,p01,run-0db65b2ec50c6d3b7298dc7d,i_1ae929e0c858aa21b3edeac8,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L90,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,6a95628ade27951ae66ca82593d94d96b2aed905c02c7c2e6769e1f4bd9822fa,True,True,[]
f,c2-tool-return-grid,s01,1,p10,run-5211a3fcc0e5cb18f5caa181,i_3a21e4a45018cec219525009,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L91,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,bfdc29eaf427394203fa181319a39298fa1caa59d730aa00e894b698d4d4fd1d,True,True,[]
f,c2-tool-return-grid,s01,2,p10,run-d00cffad869b7e3517bd9bbd,i_bfd8ce4c590874ede689ad15,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L92,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,7383e9dc1ba2bdf710079558a4474e49264ea4e9da9579fa6a6aeefe2fd345b2,True,True,[]
f,c2-tool-return-grid,s01,3,p10,run-54ba066b3b9cfeef67da923c,i_489d264e0a1da7f686471710,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L93,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,c7e928df88560bf95ec49b518436a99093c31ee6e56f2b4c5a9e2048bdf65196,True,True,[]
f,c2-tool-return-grid,s02,1,p10,run-672bed57d435d25337965665,i_cdae1e7f587a0b094dd5df73,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L94,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,d8bcdc1e70ee25203d1eeaf73d525cbc91e74ee84245b9771e4ce1684347357a,True,True,[]
f,c2-tool-return-grid,s02,2,p10,run-2c380c591a5cb7862ba6d3ff,i_c5c25c4268b99b87471d014c,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L95,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,fa2d18129fb0fdf5826d3b49025fda87a42ac81ed3b57a068d069e2397aef3c7,True,True,[]
f,c2-tool-return-grid,s02,3,p10,run-77fe680d1136dc7dca67456d,i_ecdef366c62f4be06fa02c6a,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L96,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,f948ff6c4a53cd6d173e798b575c52a270d2b084e6c6cffc8b2a51db2aee3408,True,True,[]
f,c2-tool-return-grid,s03,1,p10,run-a9bc308e03fc6524406b5019,i_f5b28268c0f757414e81f8f7,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L97,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,4ffd11099b9b209071768e6aab8a6c451fded289a8fafda320ff5e6bea322c85,True,True,[]
f,c2-tool-return-grid,s03,2,p10,run-7ba636c15ebed43c7c85ee1c,i_0caf8fbefbb4ea6ad44ad011,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L98,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,08bc0d9a89fc1ce6dcae1eaa79d2abb12e4c20b954b63001866ea984fe6f77ff,True,True,[]
f,c2-tool-return-grid,s03,3,p10,run-6f3a4fecaba1978ebc5f514c,i_dc78dc9cbd7dcf63ba0ffbca,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L99,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,6118bf0f02daf801f0cae6c98d58d952510aa8e1f88e51ef097adb9a2b46ff97,True,True,[]
f,c2-tool-return-grid,s04,1,p10,run-d8a4ed91c05ce533e2fae8b0,i_64b98b083378bcd39fb35ddf,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L100,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,9bf25714dae57dab2f1293c55324120d889707689e35675e78dc2ade02bc8453,True,True,[]
f,c2-tool-return-grid,s04,2,p10,run-086c3e8ae30e8d297b601bb6,i_78023c9adf768b0b42d64ae7,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L101,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,7806e8c24e3bde8d0796997ec6985bf983c542da9488206e10b74c089934b34f,True,True,[]
f,c2-tool-return-grid,s04,3,p10,run-ddd1f75f0d055b1fb1b5ee07,i_1fa512220304beffa7fc2138,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L102,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,5fc66ebc66ce0b8694db59743a34723ddd460ef8c8d5756638fa4681ca0d77d8,True,True,[]
f,c2-tool-return-grid,s05,1,p10,run-87dda7be168b150b1ac16132,i_dccde19fdbc881e812ba7cc0,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L103,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,a0a666ed9ba6746f2ce7b8597be18d0f66e1547ffadb7f498cb4eced0b3540f2,True,False,"[""run-98e19856d6765f086e4c4384""]"
f,c2-tool-return-grid,s05,2,p10,run-40d1e36dac58b8255ec6193c,i_11a911168ae49aae34ed8bad,completed,"[""normal"",""no_call""]",[],True,False,datasets/t17-v2/stages/f/core-trials.jsonl#L104,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,971edee2898bb318a4fa8d94adfba3bbf22162215eaab30170d0e22902a54068,True,False,"[""run-40d1e36dac58b8255ec6193c""]"
f,c2-tool-return-grid,s05,3,p10,run-d08be3da5246b8b46220e93e,i_cd542469aa823baca93ea7e1,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L105,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,bbf8794b00260019802b79fcdc65ec1bcabccf8cd82cf60b356b3b397e4ab1fb,True,True,[]
f,c2-tool-return-grid,s01,1,p11,run-540985516fefe8a2c67b201e,i_a2d7c9c3c8a512c8a715dadd,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L106,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,c1f879b74e9a848c60b28e9a1563f649cb0e9895740520f95050e8431b63a754,True,True,[]
f,c2-tool-return-grid,s01,2,p11,run-91ec97348d12c31afc3e92d2,i_c30eb760fb8b90d7094f1f06,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L107,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,63676624841cdbf2dc7469a32e14fc96a9d7574a093bcfd3510d9115e9e24df0,True,True,[]
f,c2-tool-return-grid,s01,3,p11,run-4501c99d369adfa58ec51771,i_bd03f8b964a83d7656eabead,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L108,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,c9e3e0769fa1eef59aaa0d56f88f07b3f129301f6bc4134727acfcde5941e478,True,True,[]
f,c2-tool-return-grid,s02,1,p11,run-5874ca22df8f36ed038c8e8e,i_693fe7f6bce36080a23442c0,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L109,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,ec34db38ea7c1c98c8865154670c8650180033ea995f0aecaad004b38d0e1739,True,True,[]
f,c2-tool-return-grid,s02,2,p11,run-71f2455d860fb6652084e17c,i_8db497a0cb78b123a6d3b989,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L110,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,3282bde4f26236709a2929926f824c44c3b16c93b913fe0e645bad69403cafae,True,True,[]
f,c2-tool-return-grid,s02,3,p11,run-50723a09241547597fb2d25c,i_4e17de4e38a58c54ab066193,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L111,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,df845baa425bf9f007d8771dde9b82f6a81663074a612ae2549b4c2c3bbe7f0b,True,True,[]
f,c2-tool-return-grid,s03,1,p11,run-9de7d84761d1dbdb442d11c5,i_6a7ecf5f2c32a0c35ccafba8,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L112,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,2659969a4b0fcacecfcaa9ebf2cba358f0e00cfb61a3f4cb494cf47544bba975,True,True,[]
f,c2-tool-return-grid,s03,2,p11,run-da892f631df9fa907fbdd253,i_8a7cb758660151fcf8910160,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L113,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,de6f5a3839db15e78094d8455451d3787d7a83f6a0deb1952805003a9abb434d,True,True,[]
f,c2-tool-return-grid,s03,3,p11,run-3817920a7981b45f75540e96,i_ec0127188a4db5d94ff03893,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L114,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,302afb2120bb092631a74cc1fd6cdc48a8fd3b9fcfc6667544b25062aa4080c9,True,True,[]
f,c2-tool-return-grid,s04,1,p11,run-3f9221a88444b26506494460,i_0675aacd2f92cfd9c8be3815,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L115,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,35532b6d6e372caace6c26d929ff3016cd9f56f1695d5de400676d89c8d9c025,True,True,[]
f,c2-tool-return-grid,s04,2,p11,run-719d8978c78a2d3b44c73c18,i_7797995c2620231b048e61b7,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L116,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,3b9d163ef7ff00d732c97d1f4c67b5cecfc91190585b2e6d8cc2508f88686b12,True,True,[]
f,c2-tool-return-grid,s04,3,p11,run-26f20de48702903db0ae8215,i_c6c6ecc7d0d78c0523a937e6,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L117,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,6fa0e5db6bb1523952842ed1282ae83eca20b85f2604abf55982c6705a0f7675,True,True,[]
f,c2-tool-return-grid,s05,1,p11,run-d51b964e3ab614b617c7c0e5,i_69d29c6e99f8570c23dd3d18,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L118,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,8d1e810718aeccf51763398f5ceea12145338adfe87a2f1b0cfd97b153bfd3c9,True,False,"[""run-98e19856d6765f086e4c4384""]"
f,c2-tool-return-grid,s05,2,p11,run-5f37466116db4aea0028ff8f,i_de746117c93cbd898d24b2bc,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L119,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,481073e0ab519cd3430cdadb8d1532223433dffb5af70877f4fb153bee6fd50a,True,False,"[""run-40d1e36dac58b8255ec6193c""]"
f,c2-tool-return-grid,s05,3,p11,run-679bb0bff4a43900a855676d,i_3e2d2e2f8a2570c71a22ce73,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/f/core-trials.jsonl#L120,0a299c725800facca2385c0aa7ee9db8846a870875ed8ed69fb0842c3dd245d0,c07d207045d6264977945ce587fb5ac00f96bc233ee110b726f95695bc03c2fd,True,True,[]
g,c1-context-grid,s01,1,p00,run-3b0fa535882a9ac125fe649b,i_2fbac423d69f3956f2dfc08c,completed,"[""schema_rejection"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L1,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,65b16058dd0baf53a503a55f90bcee8e20a52b00d7fbd85a92cf6afda87baf73,False,False,"[""run-3b0fa535882a9ac125fe649b"",""run-98df0f0bab5f2894359f48c5"",""run-f1ab1d35142abbd68189fb76"",""run-7708af5dc11f49d0706eb9c1""]"
g,c1-context-grid,s01,2,p00,run-a5a6f226d982f937edd8fe6e,i_d7358e5dd2152f2d2cc555e6,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L2,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,eb836c04c0e36a2ab4bc19fe9822f2df5d811f76aab048fee14d3806b20960fd,False,False,"[""run-bf0da736465d76b1324b5f0d""]"
g,c1-context-grid,s01,3,p00,run-ff3e29a3d11e53cd9f5f2512,i_4a671a1b59bcca0fcd46c7e3,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L3,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,2a7c6e0319281ed1dc3925d22e18dacf222b8d3cc82e8dbeea417f8247273cce,False,False,"[""run-ff3e29a3d11e53cd9f5f2512"",""run-9071cc5c73e66f992b8c4c62"",""run-c0743e68eb2ebc033226eb10"",""run-e22fade7fd6323d927cb4df1""]"
g,c1-context-grid,s02,1,p00,run-6d44b3ea976d7fc5b7292092,i_9268bac30b75443740e16c34,completed,"[""schema_rejection"",""no_call""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L4,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,62af9bbed77a966f89752f939527ba9e37e2f9c5ad1441c05dc1404f033fe99e,False,False,"[""run-6d44b3ea976d7fc5b7292092"",""run-2f391f7b4a8cfcfeac6cc84a""]"
g,c1-context-grid,s02,2,p00,run-d92a639f2d0e12d53e209886,i_33593c68da0bdcb191b0019a,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L5,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,f9bf74490f799d22d6b47366d2767c20c8762ad6f2c10f92b1679d93ad23101d,False,False,"[""run-551158864947a9541bfd9351""]"
g,c1-context-grid,s02,3,p00,run-3885945f6e626c4a712bcd47,i_0623a75c26d02dadc8fc9fe9,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L6,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,bf428f8c21491b93ec837c0b98cd1dc2c356dc0705a0fc48c83e5696943f955a,False,False,"[""run-657a8b12095c8630934e4200""]"
g,c1-context-grid,s03,1,p00,run-11633041649b522f56ee6aa5,i_19f632aa56275d7360437dde,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L7,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,52e35dcbffdf75708fcaa7e4b3470ad772495f5d169c31f8ea0965e5e3337e4d,False,False,"[""run-dd017a84171784a92dc59b00""]"
g,c1-context-grid,s03,2,p00,run-f77c3e6d23a92d23d4bfc1ef,i_72ea5fd41ac498d762ef1d92,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L8,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,847fcbe04ff03550b9400997b13021cf10d10be4c66ac29453068e3af628a5fc,False,False,"[""run-5bfd275fad676acfcd33ddee"",""run-4e832c607a4aefe746d4b78d""]"
g,c1-context-grid,s03,3,p00,run-71ce0d2b156c99f4e214e986,i_ea343424cc76198f7396fa16,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L9,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,06a19aaabd10336f7dba9d29071328befdbb0ce69b18daccdec0c189d43e8f99,False,False,"[""run-ebae5248d0945cae4584a22d""]"
g,c1-context-grid,s04,1,p00,run-9592a5979c0e6a2869318b7a,i_99a60d06cb49cc96efb2b88e,completed,"[""schema_rejection"",""normal""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L10,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,6ed86f834746f84b2a0b154629dd1dd0d60782df092fe81b886c0a98b4fa43b0,False,False,"[""run-9592a5979c0e6a2869318b7a"",""run-3745952122af18ec1b0d3417"",""run-81f9e20cff047f1c1cdbd0a5""]"
g,c1-context-grid,s04,2,p00,run-f64ac65cb49e1391c34701ba,i_34c4e24241db268f51b99e48,completed,"[""schema_rejection"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L11,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,e1d3f5b6a466b97c8bdb4b1224dea444f0d8c4e2be6519ba90bd8a35e6bfb22a,False,False,"[""run-f64ac65cb49e1391c34701ba"",""run-c612861b3bd010e67b8712d8""]"
g,c1-context-grid,s04,3,p00,run-bfcf2e004553ff809178ed35,i_8aaf011a8ddc82e1c9bd2997,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L12,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,f70afc054f77cd7cc2bb3850c276529c37dc171b8ad21ef585e476f495fe95e8,False,False,"[""run-bfcf2e004553ff809178ed35"",""run-0ef68c3199fed1de8f1b645d"",""run-40cca805e36ea475205749f0"",""run-4a2edbeed7769604ebd32694""]"
g,c1-context-grid,s05,1,p00,run-f22627ab916e3cb6ef9e696c,i_7cb424e845df0be02d8b08b3,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L13,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,39d7db615eadfb2b2953775883a25f4b3340414f4bc5d720d28b4a42250d717d,False,False,"[""run-f22627ab916e3cb6ef9e696c"",""run-38e107a942efab16d04f838c""]"
g,c1-context-grid,s05,2,p00,run-fa323463b3c002347f7da87e,i_421e4406ab76cf3148aada62,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L14,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,d2787681ddcc491b7dcb75b64648351755c3ec637406c436d15a0f90ff9598c6,False,False,"[""run-fa323463b3c002347f7da87e"",""run-a6c3f4176a359ee4b10a99d4""]"
