request_id,unit,role,endpoint,request_sha256,status,failure,http_status,response_id,model,actual_tokens,request_line,result_line
126,RIR-I1-neutral-R2-not_revoked_control,actor,https://chatgpt.com/backend-api/codex/responses,24fe1ebd5f155a8836edd5d3a5e6d19a29e43c99a17930307dd8b03c1b145f21,completed,,200,resp_0ca8ae40434b11e2016aab5dbb218487d09f6c6cb8c541b75b,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad66-2576-74b0-b4e0-e28c9c17305a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad66-2576-74b0-b4e0-e298654dc654"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad66-2576-74b0-b4e0-e2bfdadd6880"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1423, ""output_tokens"": 0}], ""input_tokens"": 1423, ""output_tokens"": 0}, ""msg_0ca8ae40434b11e2016aab5dbca3bc87d09ec55d2f8380412d"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 46}], ""input_tokens"": 0, ""output_tokens"": 46}, ""msg_63a0ae21-5dd8-54e2-a0d6-67f71eb48cc1"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0ca8ae40434b11e2016aab5dbba9d487d0a202206271ee1060"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 47}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1780, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 93, ""output_tokens_details"": {""reasoning_tokens"": 47}, ""total_tokens"": 1873}",126,126
127,RIR-I1-neutral-R2-not_revoked_control,actor,https://chatgpt.com/backend-api/codex/responses,21bd319040cd979c48eff0fb1b557fb81081f8819874e4213c54400e9f381ca7,completed,,200,resp_07abb0b15aa2edfb016aab5dc2ce6c87d09e5df79285590af3,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad66-45b3-7a23-9971-fe853b75bb70"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad66-45b3-7a23-9971-fe9abfdaa780"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad66-45b4-78e2-bbe3-145e6e244e4b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1568, ""output_tokens"": 0}], ""input_tokens"": 1568, ""output_tokens"": 0}, ""msg_07abb0b15aa2edfb016aab5dc83b4c87d080d8726de4859d3c"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 45}], ""input_tokens"": 0, ""output_tokens"": 45}, ""msg_32d101cb-d4d2-584b-9a7e-5bb98cf61a9d"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_07abb0b15aa2edfb016aab5dc76b3c87d0bae7a1cad33fa955"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 37}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1925, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 82, ""output_tokens_details"": {""reasoning_tokens"": 37}, ""total_tokens"": 2007}",127,127
128,RIR-I1-neutral-R2-not_revoked_control,actor,https://chatgpt.com/backend-api/codex/responses,990efd3ab2e5d1a3c53d75457fdef031d0fca064ec295fab6f3102aca0894df4,completed,,200,resp_0ebce320a2ec1214016aab5dceb20087d0b0cb7cf6af356f22,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad66-76c5-7fa3-9145-f38dbbbba354"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad66-76c5-7fa3-9145-f39f5ca056a6"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad66-76c6-7ea2-be9a-c0eba17bac3c"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1648, ""output_tokens"": 0}], ""input_tokens"": 1648, ""output_tokens"": 0}, ""msg_0ebce320a2ec1214016aab5dd0079c87d09ae5e5bc1c6b52ac"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 29}], ""input_tokens"": 0, ""output_tokens"": 29}, ""msg_981bb017-e0d0-58fd-944f-29dc3831e2de"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0ebce320a2ec1214016aab5dcf42e887d0ac60160747680912"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 35}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 2005, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 64, ""output_tokens_details"": {""reasoning_tokens"": 35}, ""total_tokens"": 2069}",128,128
129,RIR-I1-neutral-R2-not_revoked_control,actor,https://chatgpt.com/backend-api/codex/responses,0dad1cf36dfd6166ac4c7f19830f06fe76ff334df9180368f518e196a235c068,completed,,200,resp_0becc5cb3da2e85b016aab5dd884ec87d0b07c6d88263e6897,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad66-9a00-7853-861c-a3a9795a046b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad66-9a00-7853-861c-a3bda30e744b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad66-9a01-7053-ac9b-38f83beabd2c"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1826, ""output_tokens"": 0}], ""input_tokens"": 1826, ""output_tokens"": 0}, ""msg_0becc5cb3da2e85b016aab5dda164087d0ad4056fd10c6f83d"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 46}], ""input_tokens"": 0, ""output_tokens"": 46}, ""msg_e3c05e3e-25cf-5190-a9c4-b4ebf303bb07"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0becc5cb3da2e85b016aab5dd9546487d09e07eecf70e10f62"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 34}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 2183, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 80, ""output_tokens_details"": {""reasoning_tokens"": 34}, ""total_tokens"": 2263}",129,129
130,RIR-I1-neutral-R2-not_revoked_control,actor,https://chatgpt.com/backend-api/codex/responses,0595232827d6011810d924193c9f3760e3c6bc40d06d00bd391b1cdae21850a9,completed,,200,resp_08fe36e0d8d411c9016aab5ddf5d1c87d09b7e3fe0c4cc0b6c,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad66-b7aa-7e42-870a-f7ee8c23a30b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad66-b7aa-7e42-870a-f7fbdb3c51b0"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad66-b7ab-76c0-8d4a-1b5fca18bfa6"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1973, ""output_tokens"": 0}], ""input_tokens"": 1973, ""output_tokens"": 0}, ""msg_08fe36e0d8d411c9016aab5de0aed087d0b831dfcb2388268a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 45}], ""input_tokens"": 0, ""output_tokens"": 45}, ""msg_deebbe38-4ad5-5f7e-b1be-e8479786eadd"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_08fe36e0d8d411c9016aab5ddfcc4c87d0a80f8d1c6cff0dc1"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 40}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 2330, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 85, ""output_tokens_details"": {""reasoning_tokens"": 40}, ""total_tokens"": 2415}",130,130
131,RIR-I2-target-R1-P,actor,https://chatgpt.com/backend-api/codex/responses,bcfe3aa838637013e91a4eae53dbcad98d6a43edcfd95cc38e8d240b24bba31b,completed,,200,resp_04e4db3e196687d5016aab5de5e0e887d0b06a748efff009cf,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad66-d187-79c0-8849-a311df24a67b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad66-d187-79c0-8849-a324a821f09d"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad66-d188-75e2-94b0-b4f5abd67f44"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 341, ""output_tokens"": 0}], ""input_tokens"": 341, ""output_tokens"": 0}, ""msg_04e4db3e196687d5016aab5de7175c87d0b2c1d442bec7f4bc"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 29}], ""input_tokens"": 0, ""output_tokens"": 29}, ""msg_be66f5f4-f517-551f-b619-67a668dcf964"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_04e4db3e196687d5016aab5de6946887d0b1bc79701a7049bb"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 21}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 698, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 50, ""output_tokens_details"": {""reasoning_tokens"": 21}, ""total_tokens"": 748}",131,131
132,RIR-I2-target-R1-P,actor,https://chatgpt.com/backend-api/codex/responses,6f15fadbe550732286c09110905f89cf8e707bcac0175057c46e5aa859347c59,completed,,200,resp_013fe4755d1d3824016aab5dec39c887d08cb2712c4fb25181,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_013fe4755d1d3824016aab5df02cf887d0aa5a262ead0de373"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 96}], ""input_tokens"": 0, ""output_tokens"": 96}, ""msg_01a0ad66-ea03-7753-a2ec-186344f8bd56"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad66-ea03-7753-a2ec-1879b88f4214"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad66-ea04-7811-947c-79550d329c8a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 530, ""output_tokens"": 0}], ""input_tokens"": 530, ""output_tokens"": 0}, ""msg_d8d40241-36ef-568c-a994-8e4c37164338"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_013fe4755d1d3824016aab5decb04087d099266d9de24b84b9"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 185}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 887, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 281, ""output_tokens_details"": {""reasoning_tokens"": 185}, ""total_tokens"": 1168}",132,132
133,RIR-I2-target-R1-revoked_original,actor,https://chatgpt.com/backend-api/codex/responses,abbd6889177acc7af67d24e403d0792808075698b9883d9f78b82a1d50295244,completed,,200,resp_0fd305b5503a72d6016aab5df6e16c87d0a51ce8f98453263d,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad67-1330-7c51-b6fc-203620a0d2b0"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad67-1330-7c51-b6fc-204c7c2029ab"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad67-1331-7d90-884a-5fc36081f7b8"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 920, ""output_tokens"": 0}], ""input_tokens"": 920, ""output_tokens"": 0}, ""msg_0fd305b5503a72d6016aab5df8ae9c87d0b7d1852591933f9c"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 29}], ""input_tokens"": 0, ""output_tokens"": 29}, ""msg_f2512252-b086-50d7-b825-fde1b09d46be"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0fd305b5503a72d6016aab5df752a087d0be59e8c61490ee78"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 67}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1277, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 96, ""output_tokens_details"": {""reasoning_tokens"": 67}, ""total_tokens"": 1373}",133,133
134,RIR-I2-target-R1-revoked_original,actor,https://chatgpt.com/backend-api/codex/responses,63a4fb81c36f2d86823f4396a558415c4566f9cb81e39391e081a9deba2add48,completed,,200,resp_004d57bf56f4250f016aab5dfe078c87d0906bd1dae98049e1,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_004d57bf56f4250f016aab5dff83ac87d09cac8fbfb32d1984"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 46}], ""input_tokens"": 0, ""output_tokens"": 46}, ""msg_01a0ad67-2ff5-7f81-88d5-53bf584b7263"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad67-2ff5-7f81-88d5-53c55ea0b3a7"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad67-2ff5-7f81-88d5-53e0f036aece"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1116, ""output_tokens"": 0}], ""input_tokens"": 1116, ""output_tokens"": 0}, ""msg_aa3fea8f-d43d-54b5-8205-33335155c04d"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_004d57bf56f4250f016aab5dfe809487d0af972fb0968481d8"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 49}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1473, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 95, ""output_tokens_details"": {""reasoning_tokens"": 49}, ""total_tokens"": 1568}",134,134
135,RIR-I2-target-R1-revoked_original,actor,https://chatgpt.com/backend-api/codex/responses,a59ae7d9d4bf2a39f7a72e0df137b23d9d9ed28bef170c4d36cf4f798c5ee46e,completed,,200,resp_0f061ec256c9652d016aab5e05c02487d0827fc624bd8da62e,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad67-4de3-7863-99f0-f3ff5086d09d"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad67-4de3-7863-99f0-f407e14061ab"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad67-4de4-7eb3-ae28-3775bbc521ca"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1266, ""output_tokens"": 0}], ""input_tokens"": 1266, ""output_tokens"": 0}, ""msg_0f061ec256c9652d016aab5e07c45887d0870c334575a7f18c"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 31}], ""input_tokens"": 0, ""output_tokens"": 31}, ""msg_ba5baa8b-bdad-5467-863d-b8f6579fb273"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0f061ec256c9652d016aab5e064f4c87d0a1159b9151bda895"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 73}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1623, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 104, ""output_tokens_details"": {""reasoning_tokens"": 73}, ""total_tokens"": 1727}",135,135
136,RIR-I2-target-R1-revoked_original,actor,https://chatgpt.com/backend-api/codex/responses,625acb72e0b53d6034d3d0b1cbfce070363cf5d401e8e8e54531d346c313e826,completed,,200,resp_0c1b65ac81c23d1a016aab5e0ce1c887d0a96a934bf92914d0,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad67-6934-7483-91ba-6f029261179b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad67-6934-7483-91ba-6f1841acb59a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad67-6935-7122-aca1-4fb290bb5eba"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1332, ""output_tokens"": 0}], ""input_tokens"": 1332, ""output_tokens"": 0}, ""msg_042a3517-4027-5776-add6-31acba64862e"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""msg_0c1b65ac81c23d1a016aab5e0f032887d090e77c4c883dd2d7"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 29}], ""input_tokens"": 0, ""output_tokens"": 29}, ""rs_0c1b65ac81c23d1a016aab5e0d68ec87d0a5792a70cce6a82e"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 81}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1689, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 110, ""output_tokens_details"": {""reasoning_tokens"": 81}, ""total_tokens"": 1799}",136,136
