row_id,source_ref,source_sha256,contract,unit,boundary
A089,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L375,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,分母为任务成功条件子集，并未额外要求已确认污染前缀; 原实现以正 selector CI+ancestry 归因，不是每个 Artifact 的独立 GT_influence; 0/13 不等于所有撤销场景无残留；空分母 N/A
A090,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L376,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,分母为任务成功条件子集，并未额外要求已确认污染前缀; 原实现以正 selector CI+ancestry 归因，不是每个 Artifact 的独立 GT_influence; 0/13 不等于所有撤销场景无残留；空分母 N/A
A091,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L640,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,分母为任务成功条件子集，并未额外要求已确认污染前缀; 原实现以正 selector CI+ancestry 归因，不是每个 Artifact 的独立 GT_influence; 0/13 不等于所有撤销场景无残留；空分母 N/A
A092,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L641,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,分母为任务成功条件子集，并未额外要求已确认污染前缀; 原实现以正 selector CI+ancestry 归因，不是每个 Artifact 的独立 GT_influence; 0/13 不等于所有撤销场景无残留；空分母 N/A
A093,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L1049,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,"Deterministic state-machine execution, not natural model attack"
A094,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L1050,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,"Deterministic state-machine execution, not natural model attack"
A095,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L1051,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,"Deterministic state-machine execution, not natural model attack"
A096,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L1052,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,"Deterministic state-machine execution, not natural model attack"
A097,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L1047,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,"Deterministic state-machine execution, not natural model attack"
A098,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L1048,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,"Deterministic state-machine execution, not natural model attack"
A099,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L1045,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,"Deterministic state-machine execution, not natural model attack"
A100,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L1046,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,"Deterministic state-machine execution, not natural model attack"
A101,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L995,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,2 instances x 2 repeats per variant; k1/k3 dependent; no confirmed polluted prefix; no-revoke control also zero; not revocation benefit; k1/k3 correlated
A102,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L996,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,2 instances x 2 repeats per variant; k1/k3 dependent; no confirmed polluted prefix; no-revoke control also zero; not revocation benefit; k1/k3 correlated
A103,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L993,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,2 instances x 2 repeats per variant; k1/k3 dependent; no confirmed polluted prefix; no-revoke control also zero; not revocation benefit; k1/k3 correlated
A104,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L994,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,RIR_chain_v1,parent chain at session k,2 instances x 2 repeats per variant; k1/k3 dependent; no confirmed polluted prefix; no-revoke control also zero; not revocation benefit; k1/k3 correlated
A105,论文材料/P4_测量证据消融/p4-20260917-123623/P4_METRIC_MAIN.jsonl#L12,3d777b05db56bd90fa46b2804cef0bd1e2a027c047cf726fe1ed0c6f0f5c7d11,confirmed_prefix_v1,prefix_session_cohort,No reinterpretation of stronger conjunction as lower risk; no qualified confirmed-prefix denominator
A106,论文材料/P4_测量证据消融/p4-20260917-123623/P4_METRIC_MAIN.jsonl#L15,3d777b05db56bd90fa46b2804cef0bd1e2a027c047cf726fe1ed0c6f0f5c7d11,confirmed_prefix_v1,prefix_session_cohort,No reinterpretation of stronger conjunction as lower risk; no qualified confirmed-prefix denominator
A107,论文材料/P4_测量证据消融/p4-20260917-123623/P4_METRIC_MAIN.jsonl#L29,3d777b05db56bd90fa46b2804cef0bd1e2a027c047cf726fe1ed0c6f0f5c7d11,confirmed_prefix_v1,prefix_session_cohort,No reinterpretation of stronger conjunction as lower risk; no qualified confirmed-prefix denominator
A108,论文材料/P4_测量证据消融/p4-20260917-123623/P4_METRIC_MAIN.jsonl#L32,3d777b05db56bd90fa46b2804cef0bd1e2a027c047cf726fe1ed0c6f0f5c7d11,confirmed_prefix_v1,prefix_session_cohort,No reinterpretation of stronger conjunction as lower risk; no qualified confirmed-prefix denominator
A109,论文材料/P4_测量证据消融/p4-20260917-123623/P4_METRIC_MAIN.jsonl#L46,3d777b05db56bd90fa46b2804cef0bd1e2a027c047cf726fe1ed0c6f0f5c7d11,confirmed_prefix_v1,prefix_session_cohort,No reinterpretation of stronger conjunction as lower risk; no qualified confirmed-prefix denominator
A110,论文材料/P4_测量证据消融/p4-20260917-123623/P4_METRIC_MAIN.jsonl#L49,3d777b05db56bd90fa46b2804cef0bd1e2a027c047cf726fe1ed0c6f0f5c7d11,confirmed_prefix_v1,prefix_session_cohort,No reinterpretation of stronger conjunction as lower risk; no qualified confirmed-prefix denominator
A111,论文材料/P4_测量证据消融/p4-20260917-123623/P4_METRIC_MAIN.jsonl#L327,3d777b05db56bd90fa46b2804cef0bd1e2a027c047cf726fe1ed0c6f0f5c7d11,confirmed_prefix_v1,prefix_session_cohort,No reinterpretation of stronger conjunction as lower risk; no qualified confirmed-prefix denominator
A112,论文材料/P4_测量证据消融/p4-20260917-123623/P4_METRIC_MAIN.jsonl#L330,3d777b05db56bd90fa46b2804cef0bd1e2a027c047cf726fe1ed0c6f0f5c7d11,confirmed_prefix_v1,prefix_session_cohort,No reinterpretation of stronger conjunction as lower risk; no qualified confirmed-prefix denominator
A113,论文材料/P4_测量证据消融/p4-20260917-123623/P4_METRIC_MAIN.jsonl#L293,3d777b05db56bd90fa46b2804cef0bd1e2a027c047cf726fe1ed0c6f0f5c7d11,confirmed_prefix_v1,prefix_session_cohort,No reinterpretation of stronger conjunction as lower risk; no qualified confirmed-prefix denominator
A114,论文材料/P4_测量证据消融/p4-20260917-123623/P4_METRIC_MAIN.jsonl#L296,3d777b05db56bd90fa46b2804cef0bd1e2a027c047cf726fe1ed0c6f0f5c7d11,confirmed_prefix_v1,prefix_session_cohort,No reinterpretation of stronger conjunction as lower risk; no qualified confirmed-prefix denominator
A115,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L159,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-54efb14049ac,effect_count,授权评估信任导出器/Oracle；独立核对未重写完整Grant求值器; 不将P0违规V重命名UEA
A116,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L162,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-54efb14049ac,type_count,授权评估信任导出器/Oracle；独立核对未重写完整Grant求值器; 不将P0违规V重命名UEA
A117,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L309,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-54efb14049ac,effect_count,授权评估信任导出器/Oracle；独立核对未重写完整Grant求值器; 不将P0违规V重命名UEA
A118,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L312,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-54efb14049ac,type_count,授权评估信任导出器/Oracle；独立核对未重写完整Grant求值器; 不将P0违规V重命名UEA
A119,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L553,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-54efb14049ac,effect_count,授权评估信任导出器/Oracle；独立核对未重写完整Grant求值器; 不将P0违规V重命名UEA
A120,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L556,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-54efb14049ac,type_count,授权评估信任导出器/Oracle；独立核对未重写完整Grant求值器; 不将P0违规V重命名UEA
A121,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L182,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-74bb49fe3ff5,ratio,受控instrumentation真值，不是自由文本逐字段因果真值; 深度标签来自本轮生产图，来源集合计数独立；拓扑未另写验证
A122,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L332,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-74bb49fe3ff5,ratio,受控instrumentation真值，不是自由文本逐字段因果真值; 深度标签来自本轮生产图，来源集合计数独立；拓扑未另写验证
A123,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L576,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-74bb49fe3ff5,ratio,受控instrumentation真值，不是自由文本逐字段因果真值; 深度标签来自本轮生产图，来源集合计数独立；拓扑未另写验证
A124,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L984,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,CI_stability_sensitivity,valid replay pair,Whole-object ablation; stability filtering can select cases
A125,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L988,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,CI_stability_sensitivity,valid replay pair,Whole-object ablation; stability filtering can select cases
A126,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L992,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,CI_stability_sensitivity,valid replay pair,Whole-object ablation; stability filtering can select cases
A127,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L246,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
A128,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L247,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
A129,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L248,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
A130,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L249,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,signed_contrast,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
A131,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L368,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
A132,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L369,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
A133,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L370,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
A134,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L371,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,signed_contrast,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
A135,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L633,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
A136,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L634,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
A137,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L635,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,ratio,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
A138,论文材料/P3_机制测量/p3r-20260917-103400/METRICS_LONG.jsonl#L636,f844c27e710ebf9a5f355d0f7d9f2a39251945ae17f184667528db13120c4c21,T17-v2-actual-code-073c22fd14cd,signed_contrast,T17 原有效性不要求 identity 重现原核心终点; F/G 5/16 对身份重放端点不稳定，额外敏感性另表; CI正对数≠确认影响边数
B001,论文材料/P4_测量证据消融/p4-20260917-123623/results/V00.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B002,论文材料/P4_测量证据消融/p4-20260917-123623/results/V01.jsonl,504e2ad6ed410b7111a1c0b07ea0ffbec9d049d9bb65262c68cbee2f617234cd,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B003,论文材料/P4_测量证据消融/p4-20260917-123623/results/V02.jsonl,27eb577b4be4977866439af38b263d5c624bf6f0dd6dbe2a22705be37934c827,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B004,论文材料/P4_测量证据消融/p4-20260917-123623/results/V03.jsonl,2a824bdc2c922f3a00ea5f90bf506cf824006d7d380d103c40e114b1e0186a6d,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B005,论文材料/P4_测量证据消融/p4-20260917-123623/results/V04.jsonl,ec13b969b5d030c87f4a203bc1b5beff4b6c36c3680519bdccc77a9a07348b44,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B006,论文材料/P4_测量证据消融/p4-20260917-123623/results/V05.jsonl,963b5b54d8ea4faa10e675ad99216584d816cbf655a855467d640bf45de8e7be,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B007,论文材料/P4_测量证据消融/p4-20260917-123623/results/V06.jsonl,4b8d66ce68101936e140020fd4e19da6a94e35c50bc5ad020036f9539181b72a,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B008,论文材料/P4_测量证据消融/p4-20260917-123623/results/V07.jsonl,4665fe689f269e8143220466dc91d528956a94203be8366b38106bf2fa9be699,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B009,论文材料/P4_测量证据消融/p4-20260917-123623/results/V08.jsonl,e6b8c8612cd268e4084e46f01112db76347b849c01a9708bf8089f0db3f8ed29,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B010,论文材料/P4_测量证据消融/p4-20260917-123623/results/V09.jsonl,743996ac18bd6db1a7533177e92517fd6384da9ff03e4563f6c3a0a635698da7,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B011,论文材料/P4_测量证据消融/p4-20260917-123623/results/V10.jsonl,5e5a314a17aa0d05fb98e52b7f0c6caa3577cc2831b7fc5c28d76c2f42824d28,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B012,论文材料/P4_测量证据消融/p4-20260917-123623/results/V11.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B013,论文材料/P4_测量证据消融/p4-20260917-123623/results/V12.jsonl,7330c210bfc2d1ad8280787622be8952b57fe798e3758229a4666860fadc32f8,scheduled,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B014,论文材料/P4_测量证据消融/p4-20260917-123623/results/V00.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B015,论文材料/P4_测量证据消融/p4-20260917-123623/results/V01.jsonl,504e2ad6ed410b7111a1c0b07ea0ffbec9d049d9bb65262c68cbee2f617234cd,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B016,论文材料/P4_测量证据消融/p4-20260917-123623/results/V02.jsonl,27eb577b4be4977866439af38b263d5c624bf6f0dd6dbe2a22705be37934c827,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B017,论文材料/P4_测量证据消融/p4-20260917-123623/results/V03.jsonl,2a824bdc2c922f3a00ea5f90bf506cf824006d7d380d103c40e114b1e0186a6d,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B018,论文材料/P4_测量证据消融/p4-20260917-123623/results/V04.jsonl,ec13b969b5d030c87f4a203bc1b5beff4b6c36c3680519bdccc77a9a07348b44,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B019,论文材料/P4_测量证据消融/p4-20260917-123623/results/V05.jsonl,963b5b54d8ea4faa10e675ad99216584d816cbf655a855467d640bf45de8e7be,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B020,论文材料/P4_测量证据消融/p4-20260917-123623/results/V06.jsonl,4b8d66ce68101936e140020fd4e19da6a94e35c50bc5ad020036f9539181b72a,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B021,论文材料/P4_测量证据消融/p4-20260917-123623/results/V07.jsonl,4665fe689f269e8143220466dc91d528956a94203be8366b38106bf2fa9be699,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B022,论文材料/P4_测量证据消融/p4-20260917-123623/results/V08.jsonl,e6b8c8612cd268e4084e46f01112db76347b849c01a9708bf8089f0db3f8ed29,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B023,论文材料/P4_测量证据消融/p4-20260917-123623/results/V09.jsonl,743996ac18bd6db1a7533177e92517fd6384da9ff03e4563f6c3a0a635698da7,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B024,论文材料/P4_测量证据消融/p4-20260917-123623/results/V10.jsonl,5e5a314a17aa0d05fb98e52b7f0c6caa3577cc2831b7fc5c28d76c2f42824d28,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B025,论文材料/P4_测量证据消融/p4-20260917-123623/results/V11.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B026,论文材料/P4_测量证据消融/p4-20260917-123623/results/V12.jsonl,7330c210bfc2d1ad8280787622be8952b57fe798e3758229a4666860fadc32f8,valid_only,matched_four_cell_grid,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B027,论文材料/P4_测量证据消融/p4-20260917-123623/results/V00.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B028,论文材料/P4_测量证据消融/p4-20260917-123623/results/V01.jsonl,504e2ad6ed410b7111a1c0b07ea0ffbec9d049d9bb65262c68cbee2f617234cd,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B029,论文材料/P4_测量证据消融/p4-20260917-123623/results/V02.jsonl,27eb577b4be4977866439af38b263d5c624bf6f0dd6dbe2a22705be37934c827,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B030,论文材料/P4_测量证据消融/p4-20260917-123623/results/V03.jsonl,2a824bdc2c922f3a00ea5f90bf506cf824006d7d380d103c40e114b1e0186a6d,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B031,论文材料/P4_测量证据消融/p4-20260917-123623/results/V04.jsonl,ec13b969b5d030c87f4a203bc1b5beff4b6c36c3680519bdccc77a9a07348b44,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B032,论文材料/P4_测量证据消融/p4-20260917-123623/results/V05.jsonl,963b5b54d8ea4faa10e675ad99216584d816cbf655a855467d640bf45de8e7be,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B033,论文材料/P4_测量证据消融/p4-20260917-123623/results/V06.jsonl,4b8d66ce68101936e140020fd4e19da6a94e35c50bc5ad020036f9539181b72a,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B034,论文材料/P4_测量证据消融/p4-20260917-123623/results/V07.jsonl,4665fe689f269e8143220466dc91d528956a94203be8366b38106bf2fa9be699,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B035,论文材料/P4_测量证据消融/p4-20260917-123623/results/V08.jsonl,e6b8c8612cd268e4084e46f01112db76347b849c01a9708bf8089f0db3f8ed29,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B036,论文材料/P4_测量证据消融/p4-20260917-123623/results/V09.jsonl,743996ac18bd6db1a7533177e92517fd6384da9ff03e4563f6c3a0a635698da7,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B037,论文材料/P4_测量证据消融/p4-20260917-123623/results/V10.jsonl,5e5a314a17aa0d05fb98e52b7f0c6caa3577cc2831b7fc5c28d76c2f42824d28,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B038,论文材料/P4_测量证据消融/p4-20260917-123623/results/V11.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B039,论文材料/P4_测量证据消融/p4-20260917-123623/results/V12.jsonl,7330c210bfc2d1ad8280787622be8952b57fe798e3758229a4666860fadc32f8,scheduled_receipted_selector,run,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B040,论文材料/P4_测量证据消融/p4-20260917-123623/results/V00.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,legacy_observed_executed_union,matched_grid_effect_type_union,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B041,论文材料/P4_测量证据消融/p4-20260917-123623/results/V01.jsonl,504e2ad6ed410b7111a1c0b07ea0ffbec9d049d9bb65262c68cbee2f617234cd,legacy_observed_executed_union,matched_grid_effect_type_union,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B042,论文材料/P4_测量证据消融/p4-20260917-123623/results/V02.jsonl,27eb577b4be4977866439af38b263d5c624bf6f0dd6dbe2a22705be37934c827,legacy_observed_executed_union,matched_grid_effect_type_union,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B043,论文材料/P4_测量证据消融/p4-20260917-123623/results/V03.jsonl,2a824bdc2c922f3a00ea5f90bf506cf824006d7d380d103c40e114b1e0186a6d,legacy_observed_executed_union,matched_grid_effect_type_union,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
B044,论文材料/P4_测量证据消融/p4-20260917-123623/results/V04.jsonl,ec13b969b5d030c87f4a203bc1b5beff4b6c36c3680519bdccc77a9a07348b44,legacy_observed_executed_union,matched_grid_effect_type_union,Fixed heterogeneous query count; not risk rate or independent samples; eligible_unknown is already inside unknown
