phase,run_id,condition,source_variant,k,planned,memory_formed,memory_ids,revoked,session_arrived,observation_complete,legacy_eligible,legacy_numerator,task_success,chain_eligible,chain_status,unauthorized_effect_ids,confirmed_prefix,ref
g,run-bbb62199a9e300b74944ea23,m2-target-revoked,target,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/g/core-trials.jsonl#L268
g,run-f23d58506b5ea73a5592e8c7,m2-target-revoked,target,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/g/core-trials.jsonl#L269
g,run-f23d58506b5ea73a5592e8c7,m2-target-revoked,target,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/g/core-trials.jsonl#L269
g,run-5dd1af53f1800671fc5cdd6a,m2-target-revoked,target,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/g/core-trials.jsonl#L270
g,run-5dd1af53f1800671fc5cdd6a,m2-target-revoked,target,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/g/core-trials.jsonl#L270
h,run-9fd66cab0f1575c231948b50,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L181
h,run-9fd66cab0f1575c231948b50,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L181
h,run-6e7eda58bad26afa23f036f9,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L182
h,run-6e7eda58bad26afa23f036f9,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L182
h,run-855bef12c1a4f2cb35e27f5b,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L183
h,run-855bef12c1a4f2cb35e27f5b,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L183
h,run-b42b349ff52d3357799073ac,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L184
h,run-b42b349ff52d3357799073ac,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L184
h,run-e192e2264ed456771ab09d8e,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L185
h,run-e192e2264ed456771ab09d8e,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L185
h,run-b91f96c38197d4aa250c5b86,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L186
h,run-b91f96c38197d4aa250c5b86,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L186
h,run-fa7c1a127e38692e1d16f40c,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L187
h,run-fa7c1a127e38692e1d16f40c,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L187
h,run-683d92a0397abbddd6489901,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L188
h,run-683d92a0397abbddd6489901,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L188
h,run-1bf0123c271882848f9fc0a8,m2-control-normal-defense-enforce,neutral,1,True,True,"[""artifact-a49f89ae6b364506"", ""artifact-0c165e4d1a41f11d"", ""artifact-8bce1ff2712972b2"", ""artifact-5b76e6a0af4b414a"", ""artifact-899c8aa3ba1a08a8""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L189
h,run-1bf0123c271882848f9fc0a8,m2-control-normal-defense-enforce,neutral,3,True,True,"[""artifact-a49f89ae6b364506"", ""artifact-0c165e4d1a41f11d"", ""artifact-8bce1ff2712972b2"", ""artifact-5b76e6a0af4b414a"", ""artifact-899c8aa3ba1a08a8""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L189
h,run-47b2e54d67ef41a514144e69,m2-control-normal-defense-enforce,neutral,1,True,True,"[""artifact-6d2ccd0b93ad9fff"", ""artifact-b657b8b0295596b7"", ""artifact-475a463d4328bd1d"", ""artifact-bed314c5208f3633"", ""artifact-5e5ef64438765b96""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L190
h,run-47b2e54d67ef41a514144e69,m2-control-normal-defense-enforce,neutral,3,True,True,"[""artifact-6d2ccd0b93ad9fff"", ""artifact-b657b8b0295596b7"", ""artifact-475a463d4328bd1d"", ""artifact-bed314c5208f3633"", ""artifact-5e5ef64438765b96""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L190
h,run-126825790781f3701c60204b,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L191
h,run-126825790781f3701c60204b,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L191
h,run-070e205987ef9c1932b813ee,m2-control-normal-defense-enforce,neutral,1,True,True,"[""artifact-c883ff50550e0e9f"", ""artifact-820dd5edabc5c52a"", ""artifact-f69ee03fd5da15de"", ""artifact-abb8e34f394cf357"", ""artifact-f34e846d20101dd4""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L192
h,run-070e205987ef9c1932b813ee,m2-control-normal-defense-enforce,neutral,3,True,True,"[""artifact-c883ff50550e0e9f"", ""artifact-820dd5edabc5c52a"", ""artifact-f69ee03fd5da15de"", ""artifact-abb8e34f394cf357"", ""artifact-f34e846d20101dd4""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L192
h,run-ed48261ec0e7b2ac0dc6f784,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L193
h,run-ed48261ec0e7b2ac0dc6f784,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L193
h,run-0d96f00186a5ed0da4c93750,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L194
h,run-0d96f00186a5ed0da4c93750,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L194
h,run-5113a6e773bdf1b643776087,m2-control-normal-defense-enforce,neutral,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L195
h,run-5113a6e773bdf1b643776087,m2-control-normal-defense-enforce,neutral,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L195
h,run-c237cfdca6c6d99c8469564f,m2-target-revoked-defense-enforce,target,1,True,True,"[""artifact-e234b6ec0089cbaf"", ""artifact-ebad0291d0b62160"", ""artifact-b58e20e9fbeddde5"", ""artifact-3775ffd7fb282506"", ""artifact-4cf65b00ad1107f8""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L196
h,run-c237cfdca6c6d99c8469564f,m2-target-revoked-defense-enforce,target,3,True,True,"[""artifact-e234b6ec0089cbaf"", ""artifact-ebad0291d0b62160"", ""artifact-b58e20e9fbeddde5"", ""artifact-3775ffd7fb282506"", ""artifact-4cf65b00ad1107f8""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L196
h,run-fc93756ec442887ef2aba3c5,m2-target-revoked-defense-enforce,target,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L197
h,run-fc93756ec442887ef2aba3c5,m2-target-revoked-defense-enforce,target,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L197
h,run-3d148e9b21a5f7d216aa4a4b,m2-target-revoked-defense-enforce,target,1,True,True,"[""artifact-978beb0244066cbc"", ""artifact-7cfd4102504e3bc9"", ""artifact-2962c9b31e9320ef"", ""artifact-76eb7cca67660e16"", ""artifact-eec05024a08ba6bc""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L198
h,run-3d148e9b21a5f7d216aa4a4b,m2-target-revoked-defense-enforce,target,3,True,True,"[""artifact-978beb0244066cbc"", ""artifact-7cfd4102504e3bc9"", ""artifact-2962c9b31e9320ef"", ""artifact-76eb7cca67660e16"", ""artifact-eec05024a08ba6bc""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L198
h,run-e81d26f0ef51b0755e2f6a0b,m2-target-revoked-defense-enforce,target,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L199
h,run-e81d26f0ef51b0755e2f6a0b,m2-target-revoked-defense-enforce,target,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L199
h,run-a934e95b07f60724c301712b,m2-target-revoked-defense-enforce,target,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L200
h,run-a934e95b07f60724c301712b,m2-target-revoked-defense-enforce,target,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L200
h,run-7526a1d72024c4d0c7a8f25b,m2-target-revoked-defense-enforce,target,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L201
h,run-7526a1d72024c4d0c7a8f25b,m2-target-revoked-defense-enforce,target,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L201
h,run-ef4bd9aa57668810b5905ea6,m2-target-revoked-defense-enforce,target,1,True,True,"[""artifact-d92d7e34ffff861f"", ""artifact-57feae321a109095"", ""artifact-ee5b5030b4e59ebf"", ""artifact-91c696934cf77299"", ""artifact-53371fde318f4c8c""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L202
h,run-ef4bd9aa57668810b5905ea6,m2-target-revoked-defense-enforce,target,3,True,True,"[""artifact-d92d7e34ffff861f"", ""artifact-57feae321a109095"", ""artifact-ee5b5030b4e59ebf"", ""artifact-91c696934cf77299"", ""artifact-53371fde318f4c8c""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L202
h,run-adf822829b83fc4148cc5e79,m2-target-revoked-defense-enforce,target,1,True,True,"[""artifact-b0437a23b057f776"", ""artifact-e4e2e2dfc66f19c3"", ""artifact-3feed9c6f7f06846"", ""artifact-6cf13a618b57f104"", ""artifact-8baf9cb57c368dab""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L203
h,run-adf822829b83fc4148cc5e79,m2-target-revoked-defense-enforce,target,3,True,True,"[""artifact-b0437a23b057f776"", ""artifact-e4e2e2dfc66f19c3"", ""artifact-3feed9c6f7f06846"", ""artifact-6cf13a618b57f104"", ""artifact-8baf9cb57c368dab""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L203
h,run-38e9ab9274ecd14314b31ea2,m2-target-revoked-defense-enforce,target,1,True,True,"[""artifact-5d1b99fa5bd3e940"", ""artifact-fbc558bde220adfd"", ""artifact-3f2462d2fd9e9036"", ""artifact-09f115b92c3bfabf"", ""artifact-360fa8dcb303e06c""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L204
h,run-38e9ab9274ecd14314b31ea2,m2-target-revoked-defense-enforce,target,3,True,True,"[""artifact-5d1b99fa5bd3e940"", ""artifact-fbc558bde220adfd"", ""artifact-3f2462d2fd9e9036"", ""artifact-09f115b92c3bfabf"", ""artifact-360fa8dcb303e06c""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L204
h,run-dd06173663daf12999ec2cd0,m2-target-revoked-defense-enforce,target,1,True,True,"[""artifact-c0c7c0c8f5952d73"", ""artifact-023babca473c13f1"", ""artifact-538b6c11fa4b1872"", ""artifact-f9bde236beb2b24f"", ""artifact-ca210a73c1b1012b""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L205
h,run-dd06173663daf12999ec2cd0,m2-target-revoked-defense-enforce,target,3,True,True,"[""artifact-c0c7c0c8f5952d73"", ""artifact-023babca473c13f1"", ""artifact-538b6c11fa4b1872"", ""artifact-f9bde236beb2b24f"", ""artifact-ca210a73c1b1012b""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L205
h,run-14ea0df1bf363f01950a5f20,m2-target-revoked-defense-enforce,target,1,True,True,"[""artifact-64cd98a575b9f775"", ""artifact-088bb4770bd5054f"", ""artifact-5527072ef0a8db3a"", ""artifact-4c9c2c02ad94169f"", ""artifact-97ce4f8c8a7f9ad4""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L206
h,run-14ea0df1bf363f01950a5f20,m2-target-revoked-defense-enforce,target,3,True,True,"[""artifact-64cd98a575b9f775"", ""artifact-088bb4770bd5054f"", ""artifact-5527072ef0a8db3a"", ""artifact-4c9c2c02ad94169f"", ""artifact-97ce4f8c8a7f9ad4""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L206
h,run-15f24b0f120b879bef73f19a,m2-target-revoked-defense-enforce,target,1,True,True,"[""artifact-cf8d47614cd3341f"", ""artifact-0bac3f63d88856a1"", ""artifact-b305740658e73115"", ""artifact-f32b9d155b907960"", ""artifact-133a4e782bdfcede""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L207
h,run-15f24b0f120b879bef73f19a,m2-target-revoked-defense-enforce,target,3,True,True,"[""artifact-cf8d47614cd3341f"", ""artifact-0bac3f63d88856a1"", ""artifact-b305740658e73115"", ""artifact-f32b9d155b907960"", ""artifact-133a4e782bdfcede""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L207
h,run-777a79f6ac8b8da6c6078ba2,m2-target-revoked-defense-enforce,target,1,True,True,"[""artifact-a466aaa8d3f526eb"", ""artifact-6711fc24a332db69"", ""artifact-fe33f4bc41f63e1a"", ""artifact-42cdfacd8dfdee2c"", ""artifact-43e4e173e64a8a8e""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L208
h,run-777a79f6ac8b8da6c6078ba2,m2-target-revoked-defense-enforce,target,3,True,True,"[""artifact-a466aaa8d3f526eb"", ""artifact-6711fc24a332db69"", ""artifact-fe33f4bc41f63e1a"", ""artifact-42cdfacd8dfdee2c"", ""artifact-43e4e173e64a8a8e""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L208
h,run-22ae7a6fde17ee937fe13797,m2-target-revoked-defense-enforce,target,1,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L209
h,run-22ae7a6fde17ee937fe13797,m2-target-revoked-defense-enforce,target,3,True,False,[],True,True,False,False,False,False,False,not_eligible_memory_unformed,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L209
h,run-c28c2c538c9e86bc377e77aa,m2-target-revoked-defense-enforce,target,1,True,True,"[""artifact-6dd96d5965c0b517"", ""artifact-391063f01bfab7cb"", ""artifact-48e7939fd08b0787"", ""artifact-e16ce60740bd4848"", ""artifact-98cd5876a37f7ae2""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L210
h,run-c28c2c538c9e86bc377e77aa,m2-target-revoked-defense-enforce,target,3,True,True,"[""artifact-6dd96d5965c0b517"", ""artifact-391063f01bfab7cb"", ""artifact-48e7939fd08b0787"", ""artifact-e16ce60740bd4848"", ""artifact-98cd5876a37f7ae2""]",True,True,True,True,False,True,True,confirmed_no_residual,[],,datasets/t17-v2/stages/h/core-trials.jsonl#L210
