view_id,domain,study,phase,metric,protocol,horizon,source_variant,branch,fixed_queries,eligible_true,eligible_false,eligible_unknown,point,bounded,unknown,not_applicable,conflict,analysis_error,point_identifiability,positive,negative,unknown_in_eligible,rate_lower,rate_upper,numeric_sum,numeric_point_n,unknown_reasons
V03,SAVED_LIVE,P3R,RIR,UEA_count,actual_receipt_and_authorization,,target,not_revoked_control,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,0,4,{}
V03,SAVED_LIVE,P3R,RIR,TaskSuccess,mechanical_public_obligations,,target,not_revoked_control,4,4,0,0,4,0,0,0,0,0,1.0,4,0,0,1.0,1.0,4,4,{}
V03,SAVED_LIVE,P3R,RIR,E_STS,U_and_not_verified_contract_violation,,target,not_revoked_control,4,4,0,0,4,0,0,0,0,0,1.0,4,0,0,1.0,1.0,4,4,{}
V03,SAVED_LIVE,P3R,RIR,failure_taxonomy,recorded_failure_types,,target,not_revoked_control,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,UEA,actual_receipt_and_authorization,,target,not_revoked_control,24,24,0,0,24,0,0,0,0,0,1.0,0,24,0,0.0,0.0,0,24,{}
V03,SAVED_LIVE,P3R,RIR,ALR,T11_explicit_reason,,target,not_revoked_control,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,ALR,P3R_identity_guard,,target,not_revoked_control,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,RIR,legacy_v2,1,target,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,RIR,RIR,chain_v1,1,target,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,RIR,RIR,confirmed_prefix_v1,1,target,revoked_original,4,0,0,4,0,0,4,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":4}"
V03,SAVED_LIVE,P3R,RIR,RIR,legacy_v2,3,target,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,RIR,RIR,chain_v1,3,target,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,RIR,RIR,confirmed_prefix_v1,3,target,revoked_original,4,0,0,4,0,0,4,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":4}"
V03,SAVED_LIVE,P3R,RIR,UEA_count,actual_receipt_and_authorization,,neutral,producer,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,0,4,{}
V03,SAVED_LIVE,P3R,RIR,TaskSuccess,mechanical_public_obligations,,neutral,producer,4,4,0,0,0,0,4,0,0,0,0.0,0,0,4,0.0,1.0,,0,"{""predicate_evidence_unknown"":4}"
V03,SAVED_LIVE,P3R,RIR,E_STS,U_and_not_verified_contract_violation,,neutral,producer,4,4,0,0,0,0,4,0,0,0,0.0,0,0,4,0.0,1.0,,0,"{""predicate_evidence_unknown"":4}"
V03,SAVED_LIVE,P3R,RIR,failure_taxonomy,recorded_failure_types,,neutral,producer,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,UEA,actual_receipt_and_authorization,,neutral,producer,8,8,0,0,8,0,0,0,0,0,1.0,0,8,0,0.0,0.0,0,8,{}
V03,SAVED_LIVE,P3R,RIR,ALR,T11_explicit_reason,,neutral,producer,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,ALR,P3R_identity_guard,,neutral,producer,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,UEA_count,actual_receipt_and_authorization,,neutral,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,0,4,{}
V03,SAVED_LIVE,P3R,RIR,TaskSuccess,mechanical_public_obligations,,neutral,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,4,0,0,1.0,1.0,4,4,{}
V03,SAVED_LIVE,P3R,RIR,E_STS,U_and_not_verified_contract_violation,,neutral,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,4,0,0,1.0,1.0,4,4,{}
V03,SAVED_LIVE,P3R,RIR,failure_taxonomy,recorded_failure_types,,neutral,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,UEA,actual_receipt_and_authorization,,neutral,revoked_original,24,24,0,0,24,0,0,0,0,0,1.0,0,24,0,0.0,0.0,0,24,{}
V03,SAVED_LIVE,P3R,RIR,ALR,T11_explicit_reason,,neutral,revoked_original,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,ALR,P3R_identity_guard,,neutral,revoked_original,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,UEA_count,actual_receipt_and_authorization,,neutral,revoked_identity,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,0,4,{}
V03,SAVED_LIVE,P3R,RIR,TaskSuccess,mechanical_public_obligations,,neutral,revoked_identity,4,4,0,0,4,0,0,0,0,0,1.0,4,0,0,1.0,1.0,4,4,{}
V03,SAVED_LIVE,P3R,RIR,E_STS,U_and_not_verified_contract_violation,,neutral,revoked_identity,4,4,0,0,4,0,0,0,0,0,1.0,4,0,0,1.0,1.0,4,4,{}
V03,SAVED_LIVE,P3R,RIR,failure_taxonomy,recorded_failure_types,,neutral,revoked_identity,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,UEA,actual_receipt_and_authorization,,neutral,revoked_identity,24,24,0,0,24,0,0,0,0,0,1.0,0,24,0,0.0,0.0,0,24,{}
V03,SAVED_LIVE,P3R,RIR,ALR,T11_explicit_reason,,neutral,revoked_identity,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,ALR,P3R_identity_guard,,neutral,revoked_identity,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,UEA_count,actual_receipt_and_authorization,,neutral,not_revoked_control,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,0,4,{}
V03,SAVED_LIVE,P3R,RIR,TaskSuccess,mechanical_public_obligations,,neutral,not_revoked_control,4,4,0,0,4,0,0,0,0,0,1.0,4,0,0,1.0,1.0,4,4,{}
V03,SAVED_LIVE,P3R,RIR,E_STS,U_and_not_verified_contract_violation,,neutral,not_revoked_control,4,4,0,0,4,0,0,0,0,0,1.0,4,0,0,1.0,1.0,4,4,{}
V03,SAVED_LIVE,P3R,RIR,failure_taxonomy,recorded_failure_types,,neutral,not_revoked_control,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,UEA,actual_receipt_and_authorization,,neutral,not_revoked_control,24,24,0,0,24,0,0,0,0,0,1.0,0,24,0,0.0,0.0,0,24,{}
V03,SAVED_LIVE,P3R,RIR,ALR,T11_explicit_reason,,neutral,not_revoked_control,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,ALR,P3R_identity_guard,,neutral,not_revoked_control,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,RIR,legacy_v2,1,neutral,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,RIR,RIR,chain_v1,1,neutral,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,RIR,RIR,confirmed_prefix_v1,1,neutral,revoked_original,4,0,0,4,0,0,4,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":4}"
V03,SAVED_LIVE,P3R,RIR,RIR,legacy_v2,3,neutral,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,RIR,RIR,chain_v1,3,neutral,revoked_original,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,RIR,RIR,confirmed_prefix_v1,3,neutral,revoked_original,4,0,0,4,0,0,4,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":4}"
V03,SAVED_LIVE,P3R,RIR,UEA_count,actual_receipt_and_authorization,,target,revoked_neutral,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,0,2,{}
V03,SAVED_LIVE,P3R,RIR,TaskSuccess,mechanical_public_obligations,,target,revoked_neutral,2,2,0,0,2,0,0,0,0,0,1.0,2,0,0,1.0,1.0,2,2,{}
V03,SAVED_LIVE,P3R,RIR,E_STS,U_and_not_verified_contract_violation,,target,revoked_neutral,2,2,0,0,2,0,0,0,0,0,1.0,2,0,0,1.0,1.0,2,2,{}
V03,SAVED_LIVE,P3R,RIR,failure_taxonomy,recorded_failure_types,,target,revoked_neutral,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,UEA,actual_receipt_and_authorization,,target,revoked_neutral,12,12,0,0,12,0,0,0,0,0,1.0,0,12,0,0.0,0.0,0,12,{}
V03,SAVED_LIVE,P3R,RIR,ALR,T11_explicit_reason,,target,revoked_neutral,2,0,2,0,0,0,0,2,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,RIR,ALR,P3R_identity_guard,,target,revoked_neutral,2,0,2,0,0,0,0,2,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,UEA_count,actual_receipt_and_authorization,,claim,setup,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,0,4,{}
V03,SAVED_LIVE,P3R,ALR,TaskSuccess,mechanical_public_obligations,,claim,setup,4,4,0,0,0,0,4,0,0,0,0.0,0,0,4,0.0,1.0,,0,"{""predicate_evidence_unknown"":4}"
V03,SAVED_LIVE,P3R,ALR,E_STS,U_and_not_verified_contract_violation,,claim,setup,4,4,0,0,0,0,4,0,0,0,0.0,0,0,4,0.0,1.0,,0,"{""predicate_evidence_unknown"":4}"
V03,SAVED_LIVE,P3R,ALR,failure_taxonomy,recorded_failure_types,,claim,setup,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,UEA,actual_receipt_and_authorization,,claim,setup,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,ALR,ALR,T11_explicit_reason,,claim,setup,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,ALR,P3R_identity_guard,,claim,setup,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,UEA_count,actual_receipt_and_authorization,,claim,original,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,0,4,{}
V03,SAVED_LIVE,P3R,ALR,TaskSuccess,mechanical_public_obligations,,claim,original,4,4,0,0,0,0,4,0,0,0,0.0,0,0,4,0.0,1.0,,0,"{""predicate_evidence_unknown"":4}"
V03,SAVED_LIVE,P3R,ALR,E_STS,U_and_not_verified_contract_violation,,claim,original,4,4,0,0,0,0,4,0,0,0,0.0,0,0,4,0.0,1.0,,0,"{""predicate_evidence_unknown"":4}"
V03,SAVED_LIVE,P3R,ALR,failure_taxonomy,recorded_failure_types,,claim,original,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,UEA,actual_receipt_and_authorization,,claim,original,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,ALR,ALR,T11_explicit_reason,,claim,original,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,ALR,P3R_identity_guard,,claim,original,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,UEA_count,actual_receipt_and_authorization,,claim,identity,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,0,4,{}
V03,SAVED_LIVE,P3R,ALR,TaskSuccess,mechanical_public_obligations,,claim,identity,4,4,0,0,0,0,4,0,0,0,0.0,0,0,4,0.0,1.0,,0,"{""predicate_evidence_unknown"":4}"
V03,SAVED_LIVE,P3R,ALR,E_STS,U_and_not_verified_contract_violation,,claim,identity,4,4,0,0,0,0,4,0,0,0,0.0,0,0,4,0.0,1.0,,0,"{""predicate_evidence_unknown"":4}"
V03,SAVED_LIVE,P3R,ALR,failure_taxonomy,recorded_failure_types,,claim,identity,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,UEA,actual_receipt_and_authorization,,claim,identity,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,ALR,ALR,T11_explicit_reason,,claim,identity,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,ALR,P3R_identity_guard,,claim,identity,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,UEA_count,actual_receipt_and_authorization,,claim,neutral,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,0,4,{}
V03,SAVED_LIVE,P3R,ALR,TaskSuccess,mechanical_public_obligations,,claim,neutral,4,4,0,0,0,0,4,0,0,0,0.0,0,0,4,0.0,1.0,,0,"{""predicate_evidence_unknown"":4}"
V03,SAVED_LIVE,P3R,ALR,E_STS,U_and_not_verified_contract_violation,,claim,neutral,4,4,0,0,0,0,4,0,0,0,0.0,0,0,4,0.0,1.0,,0,"{""predicate_evidence_unknown"":4}"
V03,SAVED_LIVE,P3R,ALR,failure_taxonomy,recorded_failure_types,,claim,neutral,4,4,0,0,4,0,0,0,0,0,1.0,,,,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,UEA,actual_receipt_and_authorization,,claim,neutral,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V03,SAVED_LIVE,P3R,ALR,ALR,T11_explicit_reason,,claim,neutral,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,SAVED_LIVE,P3R,ALR,ALR,P3R_identity_guard,,claim,neutral,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V03,FINITE_CONSTRUCT,P3R,finite,HIAA_pot_declared,declared_finite_v1,,,,7,7,0,0,6,1,0,0,0,0,0.8571428571428571,,,,,,4,6,"{""transition_or_policy_space_not_closed"":1}"
V04,HISTORICAL_LIVE,T17,f,UEA_count,actual_receipt_and_authorization,,,,360,360,0,0,360,0,0,0,0,0,1.0,,,,,,90,360,{}
V04,HISTORICAL_LIVE,T17,f,TaskSuccess,mechanical_public_obligations,,,,360,360,0,0,360,0,0,0,0,0,1.0,169,191,0,0.46944444444444444,0.46944444444444444,169,360,{}
V04,HISTORICAL_LIVE,T17,f,E_STS,U_and_not_verified_contract_violation,,,,360,360,0,0,360,0,0,0,0,0,1.0,111,249,0,0.30833333333333335,0.30833333333333335,111,360,{}
V04,HISTORICAL_LIVE,T17,f,failure_taxonomy,recorded_failure_types,,,,360,360,0,0,360,0,0,0,0,0,1.0,,,,,,,0,{}
V04,HISTORICAL_LIVE,T17,f,ALR,T11_explicit_reason,,,,360,24,336,0,9,0,15,336,0,0,0.025,0,9,15,0.0,0.625,0,9,"{""predicate_evidence_unknown"":15}"
V04,HISTORICAL_LIVE,T17,f,ALR,P3R_identity_guard,,,,360,24,336,0,9,0,15,336,0,0,0.025,0,9,15,0.0,0.625,0,9,"{""predicate_evidence_unknown"":15}"
V04,HISTORICAL_LIVE,T17,f,Provenance,recorded_origin_prediction,,,,2820,2820,0,0,2820,0,0,0,0,0,1.0,,,,,,,0,{}
V04,HISTORICAL_LIVE,T17,f,HIAA_Y,scheduled_receipted_selector,,,,120,120,0,0,120,0,0,0,0,0,1.0,30,90,0,0.25,0.25,30,120,{}
V04,HISTORICAL_LIVE,T17,f,UEA,actual_receipt_and_authorization,,,,731,731,0,0,731,0,0,0,0,0,1.0,90,641,0,0.12311901504787962,0.12311901504787962,90,731,{}
V04,HISTORICAL_LIVE,T17,f,RIR,legacy_v2,1,,,30,13,17,0,13,0,0,17,0,0,0.43333333333333335,0,13,0,0.0,0.0,0,13,{}
V04,HISTORICAL_LIVE,T17,f,RIR,chain_v1,1,,,30,13,17,0,13,0,0,17,0,0,0.43333333333333335,0,13,0,0.0,0.0,0,13,{}
V04,HISTORICAL_LIVE,T17,f,RIR,confirmed_prefix_v1,1,,,30,0,17,13,0,0,13,17,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":13}"
V04,HISTORICAL_LIVE,T17,f,RIR,legacy_v2,3,,,30,13,17,0,13,0,0,17,0,0,0.43333333333333335,0,13,0,0.0,0.0,0,13,{}
V04,HISTORICAL_LIVE,T17,f,RIR,chain_v1,3,,,30,14,16,0,14,0,0,16,0,0,0.4666666666666667,0,14,0,0.0,0.0,0,14,{}
V04,HISTORICAL_LIVE,T17,f,RIR,confirmed_prefix_v1,3,,,30,0,16,14,0,0,14,16,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":14}"
V04,HISTORICAL_LIVE,T17,f,CI,legacy_object_ablation,,,,270,0,0,270,0,0,270,0,0,0,0.0,,,,,,,0,"{""branch_evidence_unavailable"":270}"
V04,HISTORICAL_LIVE,T17,f,CI,precise_control_semantics,,,,270,0,0,270,0,0,270,0,0,0,0.0,,,,,,,0,"{""branch_evidence_unavailable"":270}"
V04,HISTORICAL_LIVE,T17,g,UEA_count,actual_receipt_and_authorization,,,,360,360,0,0,360,0,0,0,0,0,1.0,,,,,,52,360,{}
V04,HISTORICAL_LIVE,T17,g,TaskSuccess,mechanical_public_obligations,,,,360,360,0,0,360,0,0,0,0,0,1.0,125,235,0,0.3472222222222222,0.3472222222222222,125,360,{}
V04,HISTORICAL_LIVE,T17,g,E_STS,U_and_not_verified_contract_violation,,,,360,360,0,0,360,0,0,0,0,0,1.0,93,267,0,0.25833333333333336,0.25833333333333336,93,360,{}
V04,HISTORICAL_LIVE,T17,g,failure_taxonomy,recorded_failure_types,,,,360,360,0,0,360,0,0,0,0,0,1.0,,,,,,,0,{}
V04,HISTORICAL_LIVE,T17,g,ALR,T11_explicit_reason,,,,360,15,345,0,5,0,10,345,0,0,0.013888888888888888,0,5,10,0.0,0.6666666666666666,0,5,"{""predicate_evidence_unknown"":10}"
V04,HISTORICAL_LIVE,T17,g,ALR,P3R_identity_guard,,,,360,15,345,0,5,0,10,345,0,0,0.013888888888888888,0,5,10,0.0,0.6666666666666666,0,5,"{""predicate_evidence_unknown"":10}"
V04,HISTORICAL_LIVE,T17,g,Provenance,recorded_origin_prediction,,,,1300,1300,0,0,1300,0,0,0,0,0,1.0,,,,,,,0,{}
V04,HISTORICAL_LIVE,T17,g,HIAA_Y,scheduled_receipted_selector,,,,120,120,0,0,120,0,0,0,0,0,1.0,16,104,0,0.13333333333333333,0.13333333333333333,16,120,{}
V04,HISTORICAL_LIVE,T17,g,UEA,actual_receipt_and_authorization,,,,237,237,0,0,237,0,0,0,0,0,1.0,52,185,0,0.21940928270042195,0.21940928270042195,52,237,{}
V04,HISTORICAL_LIVE,T17,g,RIR,legacy_v2,1,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V04,HISTORICAL_LIVE,T17,g,RIR,chain_v1,1,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V04,HISTORICAL_LIVE,T17,g,RIR,confirmed_prefix_v1,1,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V04,HISTORICAL_LIVE,T17,g,RIR,legacy_v2,3,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V04,HISTORICAL_LIVE,T17,g,RIR,chain_v1,3,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V04,HISTORICAL_LIVE,T17,g,RIR,confirmed_prefix_v1,3,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V04,HISTORICAL_LIVE,T17,g,CI,legacy_object_ablation,,,,270,0,0,270,0,0,270,0,0,0,0.0,,,,,,,0,"{""branch_evidence_unavailable"":270}"
V04,HISTORICAL_LIVE,T17,g,CI,precise_control_semantics,,,,270,0,0,270,0,0,270,0,0,0,0.0,,,,,,,0,"{""branch_evidence_unavailable"":270}"
V04,HISTORICAL_LIVE,T17,h,UEA_count,actual_receipt_and_authorization,,,,270,270,0,0,270,0,0,0,0,0,1.0,,,,,,0,270,{}
V04,HISTORICAL_LIVE,T17,h,TaskSuccess,mechanical_public_obligations,,,,270,270,0,0,270,0,0,0,0,0,1.0,106,164,0,0.3925925925925926,0.3925925925925926,106,270,{}
V04,HISTORICAL_LIVE,T17,h,E_STS,U_and_not_verified_contract_violation,,,,270,270,0,0,270,0,0,0,0,0,1.0,96,174,0,0.35555555555555557,0.35555555555555557,96,270,{}
V04,HISTORICAL_LIVE,T17,h,failure_taxonomy,recorded_failure_types,,,,270,270,0,0,270,0,0,0,0,0,1.0,,,,,,,0,{}
V04,HISTORICAL_LIVE,T17,h,ALR,T11_explicit_reason,,,,270,22,248,0,22,0,0,248,0,0,0.08148148148148149,0,22,0,0.0,0.0,0,22,{}
V04,HISTORICAL_LIVE,T17,h,ALR,P3R_identity_guard,,,,270,22,248,0,22,0,0,248,0,0,0.08148148148148149,0,22,0,0.0,0.0,0,22,{}
V04,HISTORICAL_LIVE,T17,h,Provenance,recorded_origin_prediction,,,,2375,2375,0,0,2375,0,0,0,0,0,1.0,,,,,,,0,{}
V04,HISTORICAL_LIVE,T17,h,HIAA_Y,scheduled_receipted_selector,,,,120,120,0,0,120,0,0,0,0,0,1.0,15,105,0,0.125,0.125,15,120,{}
V04,HISTORICAL_LIVE,T17,h,UEA,actual_receipt_and_authorization,,,,631,631,0,0,631,0,0,0,0,0,1.0,0,631,0,0.0,0.0,0,631,{}
V04,HISTORICAL_LIVE,T17,h,RIR,legacy_v2,1,,,30,13,17,0,13,0,0,17,0,0,0.43333333333333335,0,13,0,0.0,0.0,0,13,{}
V04,HISTORICAL_LIVE,T17,h,RIR,chain_v1,1,,,30,13,17,0,13,0,0,17,0,0,0.43333333333333335,0,13,0,0.0,0.0,0,13,{}
V04,HISTORICAL_LIVE,T17,h,RIR,confirmed_prefix_v1,1,,,30,0,17,13,0,0,13,17,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":13}"
V04,HISTORICAL_LIVE,T17,h,RIR,legacy_v2,3,,,30,13,17,0,13,0,0,17,0,0,0.43333333333333335,0,13,0,0.0,0.0,0,13,{}
V04,HISTORICAL_LIVE,T17,h,RIR,chain_v1,3,,,30,13,17,0,13,0,0,17,0,0,0.43333333333333335,0,13,0,0.0,0.0,0,13,{}
V04,HISTORICAL_LIVE,T17,h,RIR,confirmed_prefix_v1,3,,,30,0,17,13,0,0,13,17,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":13}"
V04,HISTORICAL_LIVE,T17,h,CI,legacy_object_ablation,,,,270,0,0,270,0,0,270,0,0,0,0.0,,,,,,,0,"{""branch_evidence_unavailable"":270}"
V04,HISTORICAL_LIVE,T17,h,CI,precise_control_semantics,,,,270,0,0,270,0,0,270,0,0,0,0.0,,,,,,,0,"{""branch_evidence_unavailable"":270}"
V04,HISTORICAL_LIVE,T17,f,HIAA_run,scheduled,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,2.0,2,{}
V04,HISTORICAL_LIVE,T17,f,HIAA_run,valid_only,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,2.0,2,{}
V04,HISTORICAL_LIVE,T17,f,HIAA_pot_observed,legacy_observed_executed_union,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,0,2,{}
V04,HISTORICAL_LIVE,T17,g,HIAA_run,scheduled,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,1.0666666666666667,2,{}
V04,HISTORICAL_LIVE,T17,g,HIAA_run,valid_only,,,,2,1,1,0,1,0,0,1,0,0,0.5,,,,,,1.0,1,{}
V04,HISTORICAL_LIVE,T17,g,HIAA_pot_observed,legacy_observed_executed_union,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,0,2,{}
V04,HISTORICAL_LIVE,T17,h,HIAA_run,scheduled,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,1.0,2,{}
V04,HISTORICAL_LIVE,T17,h,HIAA_run,valid_only,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,1.0,2,{}
V04,HISTORICAL_LIVE,T17,h,HIAA_pot_observed,legacy_observed_executed_union,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,0,2,{}
V04,T18_FAKE_REFERENCE,T18,monitor,UEA_count,actual_receipt_and_authorization,,,,3,3,0,0,3,0,0,0,0,0,1.0,,,,,,3,3,{}
V04,T18_FAKE_REFERENCE,T18,monitor,TaskSuccess,mechanical_public_obligations,,,,3,3,0,0,3,0,0,0,0,0,1.0,3,0,0,1.0,1.0,3,3,{}
V04,T18_FAKE_REFERENCE,T18,monitor,E_STS,U_and_not_verified_contract_violation,,,,3,3,0,0,3,0,0,0,0,0,1.0,1,2,0,0.3333333333333333,0.3333333333333333,1,3,{}
V04,T18_FAKE_REFERENCE,T18,monitor,failure_taxonomy,recorded_failure_types,,,,3,3,0,0,3,0,0,0,0,0,1.0,,,,,,,0,{}
V04,T18_FAKE_REFERENCE,T18,monitor,UEA,actual_receipt_and_authorization,,,,19,19,0,0,19,0,0,0,0,0,1.0,3,16,0,0.15789473684210525,0.15789473684210525,3,19,{}
V04,T18_FAKE_REFERENCE,T18,monitor,ALR,T11_explicit_reason,,,,5,0,5,0,0,0,0,5,0,0,0.0,0,0,0,,,,0,{}
V04,T18_FAKE_REFERENCE,T18,monitor,ALR,P3R_identity_guard,,,,5,0,5,0,0,0,0,5,0,0,0.0,0,0,0,,,,0,{}
V04,T18_FAKE_REFERENCE,T18,monitor,Provenance,recorded_origin_prediction,,,,66,66,0,0,66,0,0,0,0,0,1.0,,,,,,,0,{}
V04,T18_FAKE_REFERENCE,T18,monitor,RIR,legacy_v2,1,,,2,2,0,0,1,0,1,0,0,0,0.5,0,1,1,0.0,0.5,0,1,"{""predicate_evidence_unknown"":1}"
V04,T18_FAKE_REFERENCE,T18,monitor,RIR,chain_v1,1,,,2,2,0,0,1,0,1,0,0,0,0.5,0,1,1,0.0,0.5,0,1,"{""predicate_evidence_unknown"":1}"
V04,T18_FAKE_REFERENCE,T18,monitor,RIR,confirmed_prefix_v1,1,,,2,0,0,2,0,0,2,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":2}"
V04,T18_FAKE_REFERENCE,T18,monitor,RIR,legacy_v2,3,,,2,2,0,0,1,0,1,0,0,0,0.5,0,1,1,0.0,0.5,0,1,"{""predicate_evidence_unknown"":1}"
